"ISSN","ISSN_L","ISSN_IN_DOAJ","ISSN_IN_ROAD","ISSN_IN_PMC","ISSN_IN_OAPC","ISSN_IN_WOS","ISSN_IN_SCOPUS","JOURNAL_IN_DOAJ","JOURNAL_IN_ROAD","JOURNAL_IN_PMC","JOURNAL_IN_OAPC","JOURNAL_IN_WOS","JOURNAL_IN_SCOPUS","TITLE","TITLE_SOURCE"
"0103-8842","0103-8842",1,1,0,0,0,0,1,1,0,0,0,0,"Reflexão & Ação","DOAJ"
"0104-0618","0104-0618",1,1,0,0,0,0,1,1,0,0,0,0,"Economia e Sociedade","DOAJ"
"0104-1169","0104-1169",1,1,1,1,1,1,1,1,1,1,1,1,"Revista Latino-Americana de Enfermagem","DOAJ"
"0104-1320","0104-1320",1,0,0,0,0,0,1,0,0,0,0,0,"Revista Investigações","DOAJ"
"0104-1428","0104-1428",1,1,0,0,1,1,1,1,0,0,1,1,"Polímeros","DOAJ"
"0104-4036","0104-4036",1,1,0,0,0,1,1,1,0,0,0,1,"Ensaio","DOAJ"
"0104-4060","0104-4060",1,1,0,0,0,0,1,1,0,0,0,0,"Educar em Revista","DOAJ"
"0104-4311","0104-4311",1,1,0,0,0,0,1,1,0,0,0,0,"Roteiro","DOAJ"
"0104-5490","0104-5490",1,1,0,0,0,0,1,1,0,0,0,0,"Revista de Geografia (Recife)","DOAJ"
"0104-639X","0104-639X",0,1,0,0,0,0,0,1,0,0,0,0,"TradTerm.","ROAD"
"0104-6497","0104-6497",1,1,0,0,0,0,1,1,0,0,0,0,"Nauplius","DOAJ"
"0104-6632","0104-6632",1,1,0,0,1,1,1,1,0,0,1,1,"Brazilian Journal of Chemical Engineering","DOAJ"
"0104-7183","0104-7183",1,1,0,0,0,1,1,1,0,0,0,1,"Horizontes Antropológicos","DOAJ"
"0104-8481","0104-8481",1,0,0,0,0,0,1,0,0,0,0,0,"Comunicações","DOAJ"
"0104-8694","0104-8694",0,1,0,0,0,0,0,1,0,0,0,0,"Princípios.","ROAD"
"0104-8740","0104-8740",1,0,0,0,0,0,1,0,0,0,0,0,"Revista de Políticas Públicas","DOAJ"
"0104-8929","0104-8929",0,1,0,0,0,0,0,1,0,0,0,0,"Saeculum.","ROAD"
"0104-9933","0104-9933",0,1,0,0,0,0,0,1,0,0,0,0,"Logos","ROAD"
"0107-1211","0107-1211",0,1,0,0,0,0,0,1,0,0,0,0,"Psyke & logos","ROAD"
"0120-0062","0120-0062",1,1,0,0,1,1,1,1,0,0,1,1,"Ideas y Valores","DOAJ"
"0120-0135","0120-0135",1,1,0,0,0,0,1,1,0,0,0,0,"Revista de Ciencias Agrícolas","DOAJ"
"0120-1263","0120-1263",0,1,0,0,0,0,0,1,0,0,0,0,"Escritos","ROAD"
"0120-131X","0120-131X",0,1,0,0,0,0,0,1,0,0,0,0,"Cuestiones Teológicas","ROAD"
"0120-159X","0120-159X",1,1,0,0,0,0,1,1,0,0,0,0,"Revista Colombiana de Sociología","DOAJ"
"0120-3053","0120-3053",1,0,0,0,0,0,1,0,0,0,0,0,"Apuntes del CENES","DOAJ"
"0120-4157","0120-4157",1,0,0,0,1,1,1,0,0,0,1,1,"Biomédica: revista del Instituto Nacional de Salud","DOAJ"
"0120-5307","0120-5307",1,0,0,0,0,1,1,0,0,0,0,1,"Investigación y Educación en Enfermería","DOAJ"
"0120-548X","0120-548X",1,1,0,0,1,1,1,1,0,0,1,1,"Acta Biológica Colombiana","DOAJ"
"0120-6230","0120-6230",1,0,0,0,1,1,1,0,0,0,1,1,"Revista Facultad de Ingeniería","DOAJ"
"0120-7555","0120-7555",1,0,0,0,0,0,1,0,0,0,0,0,"Turismo y Sociedad","DOAJ"
"0120-8454","0120-8454",1,0,0,0,0,0,1,0,0,0,0,0,"Análisis","DOAJ"
"0121-0793","0121-0793",1,0,0,0,0,1,1,0,0,0,0,1,"Iatreia","DOAJ"
"0121-0807","0121-0807",1,1,0,0,0,0,1,1,0,0,0,0,"Revista de la Universidad Industrial de Santander. Salud","DOAJ"
"0121-1722","0121-1722",0,1,0,0,0,0,0,1,0,0,0,0,"Revista de la Facultad de Trabajo Social","ROAD"
"0121-215X","0121-215X",1,1,0,0,0,0,1,1,0,0,0,0,"Cuadernos de Geografía: Revista Colombiana de Geografía","DOAJ"
"0121-3814","0121-3814",1,1,0,0,0,0,1,1,0,0,0,0,"Tecné, Episteme y Didaxis","DOAJ"
"0121-6538","0121-6538",1,1,0,0,0,0,1,1,0,0,0,0,"Ánfora","DOAJ"
"0121-6805","0121-6805",1,0,0,0,0,0,1,0,0,0,0,0,"Revista Facultad de Ciencias Económicas","DOAJ"
"0121-747X","0121-747X",0,1,0,0,0,0,0,1,0,0,0,0,"Revista de la Facultad de Ciencias.","ROAD"
"0121-7550","0121-7550",1,0,0,0,0,0,1,0,0,0,0,0,"Nómadas","DOAJ"
"0121-8417","0121-8417",1,1,0,0,0,0,1,1,0,0,0,0,"Historia y Sociedad","DOAJ"
"0122-1108","0122-1108",1,1,0,0,0,0,1,1,0,0,0,0,"Pensamiento Jurídico","DOAJ"
"0122-6517","0122-6517",1,0,0,0,0,0,1,0,0,0,0,0,"Inge-Cuc","DOAJ"
"0122-8102","0122-8102",1,0,0,0,0,0,1,0,0,0,0,0,"Cuadernos de Literatura","DOAJ"
"0122-820X","0122-820X",1,0,0,0,0,0,1,0,0,0,0,0,"Respuestas","DOAJ"
"0122-8285","0122-8285",1,0,0,0,0,1,1,0,0,0,0,1,"Palabra Clave","DOAJ"
"0122-9893","0122-9893",1,0,0,0,0,1,1,0,0,0,0,1,"Revista Derecho del Estado","DOAJ"
"0123-0999","0123-0999",1,0,0,0,0,0,1,0,0,0,0,0,"Pensamiento y Cultura","DOAJ"
"0123-4870","0123-4870",1,0,0,0,0,0,1,0,0,0,0,0,"Folios","DOAJ"
"0123-5591","0123-5591",0,1,0,0,0,0,0,1,0,0,0,0,"Revista noos.","ROAD"
"0123-8884","0123-8884",1,0,0,0,0,0,1,0,0,0,0,0,"Affectio Societatis","DOAJ"
"0124-0137","0124-0137",1,0,0,0,0,0,1,0,0,0,0,0,"Psicogente","DOAJ"
"0124-0781","0124-0781",1,0,0,0,0,0,1,0,0,0,0,0,"Reflexión Política","DOAJ"
"0124-2059","0124-2059",1,0,0,0,0,0,1,0,0,0,0,0,"Investigación en Enfermería: Imagen y Desarrollo","DOAJ"
"0124-4035","0124-4035",1,0,0,0,0,0,1,0,0,0,0,0,"Desafíos","DOAJ"
"0124-4108","0124-4108",1,0,0,0,0,0,1,0,0,0,0,0,"Perspectivas en Nutrición Humana","DOAJ"
"0124-4361","0124-4361",0,1,0,0,0,0,0,1,0,0,0,0,"Memorias.","ROAD"
"0124-7107","0124-7107",1,0,0,0,0,0,1,0,0,0,0,0,"Universidad y Salud ","DOAJ"
"0124-7913","0124-7913",0,1,0,0,0,1,0,1,0,0,0,1,"Bitácora urbano territorial.","ROAD"
"0125-152X","0125-152X",1,0,0,0,0,0,1,0,0,0,0,0,"Siriraj Medical Journal","DOAJ"
"0125-8273","0125-8273",1,0,0,0,0,0,1,0,0,0,0,0,"KKU Engineering Journal","DOAJ"
"0125-9326","0125-9326",1,0,0,0,0,1,1,0,0,0,0,1,"Acta Medica Indonesiana","DOAJ"
"0125-9695","0125-9695",1,1,0,0,0,0,1,1,0,0,0,0,"Bulletin of Health Research","DOAJ"
"0126-074X","0126-074X",1,0,0,0,0,0,1,0,0,0,0,0,"Majalah Kedokteran Bandung","DOAJ"
"0126-155X","0126-155X",1,0,0,0,0,0,1,0,0,0,0,0,"Economics and Finance in Indonesia","DOAJ"
"0126-4400","0126-4400",1,1,0,0,0,0,1,1,0,0,0,0,"Buletin Peternakan","DOAJ"
"0126-4451","0126-4451",1,1,0,0,0,0,1,1,0,0,0,0,"Jurnal Ilmu Kehutanan","DOAJ"
"0131-2928","0131-2928",0,1,0,0,0,0,0,1,0,0,0,0,"Problemy mašinostroeniâ.","ROAD"
"0132-2818","0132-2818",0,1,0,0,0,0,0,1,0,0,0,0,"Lietuvos matematikos rinkinys.","ROAD"
"0133-0276","0133-0276",0,1,0,0,1,1,1,1,0,0,1,1,"Hungarian Journal of Industry and Chemistry","DOAJ"
"0137-0936","0137-0936",0,1,0,0,0,0,0,1,0,0,0,0,"Vestnik Moskovskogo universiteta.","ROAD"
"0137-6136","0137-6136",0,1,0,0,0,0,0,1,0,0,0,0,"Lubelski Rocznik Pedagogiczny.","ROAD"
"0137-6365","0137-6365",0,1,0,0,0,0,1,1,0,0,0,0,"Studia Geotechnica et Mechanica","DOAJ"
"0138-3248","0138-3248",0,1,0,0,0,0,0,1,0,0,0,0,"Rostocker Mathematisches Kolloquium.","ROAD"
"0144-8463","0144-8463",0,1,1,1,1,1,0,1,1,1,1,1,"Bioscience reports.","ROAD"
"0146-9428","0146-9428",1,0,0,0,1,1,1,0,0,0,1,1,"Journal of Food Quality","DOAJ"
"0160-2365","0160-2365",0,1,0,0,0,0,0,1,0,0,0,0,"Newsletter of the Historical Musical Society.","ROAD"
"0161-0457","0161-0457",1,0,0,0,1,1,1,0,0,0,1,1,"Scanning","DOAJ"
"0165-0505","0165-0505",1,0,0,0,1,1,1,0,0,0,1,1,"BMGN: Low Countries Historical Review","DOAJ"
"0172-1941","0172-1941",1,1,0,0,0,0,1,1,0,0,0,0,"Chironomus Newsletter on Chironomidae Research","DOAJ"
"0184-1068","0184-1068",0,1,0,0,0,0,0,1,0,0,0,0,"Documents d'archéologie méridionale.","ROAD"
"0185-1063","0185-1063",1,0,0,0,0,0,1,0,0,0,0,0,"Revista Médica del Hospital General de México","DOAJ"
"0185-3082","0185-3082",1,1,0,0,0,1,1,1,0,0,0,1,"Acta Poética","DOAJ"
"0185-6286","0185-6286",1,0,0,0,0,0,1,0,0,0,0,0,"Trace","DOAJ"
"0186-6028","0186-6028",0,1,0,0,0,1,0,1,0,0,0,1,"Acta sociológica.","ROAD"
"0186-7210","0186-7210",1,0,0,0,0,1,1,0,0,0,0,1,"Estudios Demográficos y Urbanos","DOAJ"
"0187-5779","0187-5779",1,0,0,0,0,0,1,0,0,0,0,0,"Terra Latinoamericana","DOAJ"
"0187-6236","0187-6236",0,1,0,0,1,1,0,1,0,0,1,1,"Atmósfera. (México, en línea)","ROAD"
"0188-168X","0188-168X",1,0,0,0,0,0,1,0,0,0,0,0,"Reencuentro","DOAJ"
"0188-6266","0188-6266",1,0,0,0,0,0,1,0,0,0,0,0,"Acta Universitaria","DOAJ"
"0188-6649","0188-6649",1,0,0,0,0,1,1,0,0,0,0,1,"Tópicos","DOAJ"
"0189-6725","0974-5998",1,0,1,0,0,1,1,1,1,0,0,1,"African Journal of Paediatric Surgery","DOAJ"
"0204-7209","0204-7209",0,1,0,0,0,0,0,1,0,0,0,0,"Problemi na geografiâta.","ROAD"
"0204-8043","0204-8043",0,1,0,0,0,1,1,1,0,0,0,1,"Folia Medica ","DOAJ"
"0212-6567","0212-6567",1,1,0,0,1,1,1,1,0,0,1,1,"Atención Primaria","DOAJ"
"0212-8365","0212-8365",0,1,0,0,0,0,0,1,0,0,0,0,"Thémata.","ROAD"
"0213-0971","0213-0971",0,1,0,0,0,0,0,1,0,0,0,0,"Caligrama.","ROAD"
"0213-2052","0213-2052",1,1,0,0,0,0,1,1,0,0,0,0,"Studia Historica: Historia Antigua","DOAJ"
"0213-3431","0213-3431",0,1,0,0,0,0,0,1,0,0,0,0,"Cypsela.","ROAD"
"0213-3563","0213-3563",1,0,0,0,0,0,1,0,0,0,0,0,"Azafea: Revista de Filosofía","DOAJ"
"0213-3865","0213-3865",1,0,0,0,0,0,1,0,0,0,0,0,"Ekonomiaz : Revista Vasca de Economía","DOAJ"
"0213-4853","0213-4853",0,1,0,0,1,1,0,1,0,0,1,1,"Neurología.","ROAD"
"0213-6554","0213-6554",1,0,0,0,0,0,1,0,0,0,0,0,"Llengua & Literatura","DOAJ"
"0214-4212","0214-4212",1,1,0,0,0,0,1,1,0,0,0,0,"Trocadero","DOAJ"
"0214-6657","0214-6657",0,1,0,0,0,0,0,1,0,0,0,0,"Taula.","ROAD"
"0214-7351","0214-7351",1,0,0,0,0,0,1,0,0,0,0,0,"Temps d'Educació","DOAJ"
"0214-7688","0214-7688",1,0,0,0,0,0,1,0,0,0,0,0,"Munibe Ciencias Naturales","DOAJ"
"0215-0212","0215-0212",1,0,0,0,0,0,1,0,0,0,0,0,"Coffee and Cocoa Research Journal","DOAJ"
"0215-0905","0215-0905",1,0,0,0,0,0,1,0,0,0,0,0,"Nirmana","DOAJ"
"0215-4994","0215-4994",1,0,0,0,0,0,1,0,0,0,0,0,"Bahastra","DOAJ"
"0215-6253","0215-6253",1,0,0,0,0,0,1,0,0,0,0,0,"Refleksi","DOAJ"
"0215-7950","0215-7950",1,0,0,0,0,0,1,0,0,0,0,0,"Jurnal Fitopatologi Indonesia","DOAJ"
"0215-9643","0215-9643",1,0,0,0,0,0,1,0,0,0,0,0,"Jurnal Ilmu Pendidikan","DOAJ"
"0215-9945","0215-9945",1,0,0,0,0,0,1,0,0,0,0,0,"Jurnal MIPA","DOAJ"
"0216-373X","0216-373X",1,0,0,0,0,0,1,0,0,0,0,0,"Jurnal Ekonomi Modernisasi","DOAJ"
"0216-499X","0216-499X",1,0,0,0,0,0,1,0,0,0,0,0,"Planta Tropika Journal of Agro Science","DOAJ"
"0216-6143","0216-6143",1,1,0,0,0,0,1,1,0,0,0,0,"Al-Albab","DOAJ"
"0216-6747","0216-6747",1,0,0,0,0,0,1,0,0,0,0,0,"Jurnal Akuntansi Indonesia","DOAJ"
"0218-2203","0218-2203",0,1,0,0,0,0,0,1,0,0,0,0,"AAPPS bulletin.","ROAD"
"0220-6617","0220-6617",1,1,0,0,0,0,1,1,0,0,0,0,"Revue Archéologique du Centre de la France","DOAJ"
"0231-5742","0231-5742",0,1,0,0,0,0,0,1,0,0,0,0,"Agricultura tropica et subtropica.","ROAD"
"0232-3869","0232-3869",1,0,0,0,0,1,1,0,0,0,0,1,"Technische Mechanik","DOAJ"
"0236-4212","0236-4212",0,1,0,0,0,0,0,1,0,0,0,0,"Sodininkystė ir daržininkystė.","ROAD"
"0239-6858","0239-6858",0,1,0,0,0,0,0,1,0,0,0,0,"Edukacja.","ROAD"
"0239-7528","0239-7528",0,1,0,0,1,1,1,1,0,0,1,1,"Bulletin of the Polish Academy of Sciences: Technical Sciences","DOAJ"
"0246-0874","0246-0874",0,1,0,0,0,0,0,1,0,0,0,1,"Géologie de la France.","ROAD"
"0246-8743","0246-8743",0,1,0,0,0,0,0,1,0,0,0,0,"Linx.","ROAD"
"0250-474X","0250-474X",0,1,1,0,1,1,0,1,1,0,1,1,"Indian journal of pharmaceutical sciences.","ROAD"
"0251-3420","0251-3420",1,0,0,0,0,0,1,0,0,0,0,0,"Derecho PUCP","DOAJ"
"0253-0759","0253-0759",0,1,0,0,0,0,0,1,0,0,0,0,"The Medical journal of Basrah University.","ROAD"
"0253-5645","0253-5645",1,1,0,0,0,0,1,1,0,0,0,0,"Revista Científica de Ingeniería Energética","DOAJ"
"0253-5696","0253-5696",0,1,0,0,0,0,0,1,0,0,0,0,"Revista del Jardín Botánico Nacional.","ROAD"
"0253-5785","0253-5785",1,1,0,0,0,0,1,1,0,0,0,0,"Centro Agrícola","DOAJ"
"0253-8318","0253-8318",1,1,0,0,1,1,1,1,0,0,1,1,"Pakistan Veterinary Journal","DOAJ"
"0254-7104","0254-7104",0,1,0,0,0,0,0,1,0,0,0,0,"Buletinul Institutului Politehnic din Iaşi","ROAD"
"0254-9247","0254-9247",1,0,0,0,0,0,1,0,0,0,0,1,"Revista de Psicología","DOAJ"
"0255-0857","0255-0857",1,1,0,0,1,1,1,1,0,0,1,1,"Indian Journal of Medical Microbiology","DOAJ"
"0255-7576","0255-7576",0,1,0,0,1,0,0,1,0,0,1,0,"Pakistan journal of nematology.","ROAD"
"0256-7504","0256-7504",0,1,0,0,0,0,0,1,0,0,0,0,"Southern African journal of environmental education.","ROAD"
"0256-9574","0256-9574",1,1,0,0,1,1,1,1,0,0,1,1,"South African Medical Journal","DOAJ"
"0257-7941","0257-7941",1,1,1,0,0,0,1,1,1,0,0,0,"Ancient Science of Life","DOAJ"
"0257-9669","0257-9669",0,1,0,0,0,1,0,1,0,0,0,1,"R&D journal.","ROAD"
"0258-2279","0258-2279",1,1,0,0,0,1,1,1,0,0,0,1,"Literator","DOAJ"
"0258-2880","0258-2880",0,1,0,0,0,0,0,1,0,0,0,0,"Études byzantines.","ROAD"
"0258-5960","0258-5960",1,1,0,0,0,0,1,1,0,0,0,0,"Ingeniería Industrial","DOAJ"
"0259-0190","0259-0190",0,1,0,0,0,1,0,1,0,0,0,1,"Kronos.","ROAD"
"0259-2312","0259-2312",1,1,0,0,0,0,1,1,0,0,0,0,"Per Linguam : A Journal of Language Learning","DOAJ"
"0278-0240","0278-0240",1,0,1,1,1,1,1,0,1,1,1,1,"Disease Markers","DOAJ"
"0280-6495","0280-6495",1,0,0,1,1,1,1,0,0,1,1,1,"Tellus: Series A, Dynamic Meteorology and Oceanography","DOAJ"
"0287-3478","0287-3478",0,1,0,0,0,0,0,1,0,0,0,0,"Crustacean research.","ROAD"
"0289-8063","0289-8063",0,1,0,0,0,1,0,1,0,0,0,1,"Structural engineering / earthquake engineering.","ROAD"
"0290-7402","0290-7402",1,1,0,0,0,0,1,1,0,0,0,0,"Cahiers Balkaniques","DOAJ"
"0301-035X","0301-035X",0,1,0,0,0,0,0,1,0,0,0,0,"Bangladesh medical journal.","ROAD"
"0301-1089","0301-1089",0,1,0,0,0,0,0,1,0,0,0,0,"Fiji medical journal.","ROAD"
"0301-2123","0301-2123",0,1,0,0,0,0,0,1,0,0,0,0,"Acta Biológica Paranaense.","ROAD"
"0301-603X","0301-603X",0,1,0,0,0,0,0,1,0,0,0,0,"South African journal of agricultural extension.","ROAD"
"0303-1896","0303-1896",1,0,0,0,0,0,1,0,0,0,0,0,"Akroterion","DOAJ"
"0303-9838","0303-9838",0,1,0,0,0,0,0,1,0,0,0,0,"Revista da Faculdade de Direito da Universidade de São Paulo.","ROAD"
"0304-1042","0304-1042",1,0,0,0,1,1,1,0,0,0,1,1,"Japanese Journal of Religious Studies","DOAJ"
"0304-9027","0304-9027",0,1,0,0,0,0,0,1,0,0,0,0,"Bangladesh journal of zoology.","ROAD"
"0305-1048","0305-1048",1,1,0,1,1,1,1,1,0,1,1,1,"Nucleic Acids Research","DOAJ"
"0317-5065","0317-5065",1,1,0,0,0,1,1,1,0,0,0,1,"Cahiers des Études Anciennes","DOAJ"
"0320-9180","0320-9180",0,1,0,0,0,1,0,1,0,0,0,1,"Zoosystematica Rossica.","ROAD"
"0321-4095","0321-4095",0,1,0,0,0,0,0,1,0,0,0,0,"Voprosy himii i himičeskoj tehnologii.","ROAD"
"0323-1046","0323-1046",1,1,0,0,0,1,1,1,0,0,0,1,"Lesnícky Časopis","DOAJ"
"0324-8321","0324-8321",1,0,0,0,0,0,1,0,0,0,0,0,"Polish Cartographical Review","DOAJ"
"0325-0075","0325-0075",0,1,0,0,1,1,0,1,0,0,1,1,"Archivos argentinos de pediatría.","ROAD"
"0325-1217","0325-1217",1,1,0,0,0,0,1,1,0,0,0,0,"Runa","DOAJ"
"0325-2221","0325-2221",1,0,0,0,0,0,1,0,0,0,0,0,"Relaciones de la Sociedad Argentina de Antropología","DOAJ"
"0325-3465","0325-3465",1,1,0,0,0,0,1,1,0,0,0,0,"Revista de Estudios Clásicos","DOAJ"
"0325-4194","0325-4194",0,1,0,0,0,0,0,1,0,0,0,0,"Argos.","ROAD"
"0325-7541","0325-7541",1,1,0,0,1,1,1,1,0,0,1,1,"Revista Argentina de Microbiología","DOAJ"
"0011-8249","0011-8249",0,1,0,0,1,0,0,1,0,0,1,0,"Demográfia népességtudományi folyóirat ","ROAD"
"0012-7353","0012-7353",1,1,0,0,1,1,1,1,0,0,1,1,"Dyna","DOAJ"
"0013-3264","0013-3264",1,1,0,0,0,1,1,1,0,0,0,1,"Ekonomski Anali","DOAJ"
"0013-9998","0013-9998",1,0,0,1,1,1,1,0,0,1,1,1,"DIE ERDE: Journal of the Geographical Society of Berlin","DOAJ"
"0014-2263","0014-2263",0,1,0,0,0,0,0,1,0,0,0,0,"Etyka.","ROAD"
"0015-4040","0015-4040",1,1,0,0,1,1,1,1,0,0,1,1,"Florida Entomologist","DOAJ"
"0015-4725","0015-4725",1,0,0,0,1,1,1,0,0,0,1,1,"Fluoride","DOAJ"
"0015-5683","0015-5683",0,1,0,0,1,1,0,1,0,0,1,1,"Folia Parasitologica.","ROAD"
"0015-9301","0015-9301",0,1,0,0,0,0,0,1,0,0,0,0,"Fragmenta Faunistica.","ROAD"
"0016-7282","0016-7282",0,1,0,0,0,1,0,1,0,0,0,1,"Geographia Polonica.","ROAD"
"0017-3495","0017-3495",1,1,0,0,1,1,1,1,0,0,1,1,"Grasas y Aceites","DOAJ"
"0018-0661","0018-0661",1,1,1,0,1,1,1,1,1,0,1,1,"Hereditas","DOAJ"
"0018-229X","0018-229X",0,1,0,0,0,1,0,1,0,0,0,1,"Historia.","ROAD"
"0019-5049","0019-5049",1,0,1,0,0,1,1,0,1,0,0,1,"Indian Journal of Anaesthesia","DOAJ"
"0019-5154","0019-5154",1,1,1,0,1,1,1,1,1,0,1,1,"Indian Journal of Dermatology","DOAJ"
"0020-2509","0020-2509",0,1,0,0,0,1,0,1,0,0,0,1,"Les Archives de l'Institut Pasteur de Tunis.","ROAD"
"0020-3653","0020-3653",1,1,0,0,0,0,1,1,0,0,0,0,"Arquivos do Instituto Biológico","DOAJ"
"0022-1007","0022-1007",0,0,1,0,1,1,0,0,1,0,1,1,"The Journal of Experimental Medicine","PMC"
"0022-2941","0022-2941",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of natural sciences and mathematics.","ROAD"
"0022-3859","0022-3859",1,0,1,0,1,1,1,0,1,0,1,1,"Journal of Postgraduate Medicine","DOAJ"
"0023-5164","0023-5164",0,1,0,0,0,0,0,1,0,0,0,0,"Kultura.","ROAD"
"0023-5954","0023-5954",0,1,0,0,1,1,0,1,0,0,1,1,"Kybernetika.","ROAD"
"0023-8082","0023-8082",1,0,0,0,1,1,1,0,0,0,1,1,"Landtechnik","DOAJ"
"0024-3477","0024-3477",0,1,0,0,0,1,0,1,0,0,0,1,"Liječnički vjesnik","ROAD"
"0024-3922","0024-3922",1,0,0,0,0,0,1,0,0,0,0,0,"Linguistica","DOAJ"
"0025-5165","0025-5165",1,1,0,0,0,1,1,1,0,0,0,1,"Matematički Vesnik","DOAJ"
"0025-7680","0025-7680",1,1,0,0,1,1,1,1,0,0,1,1,"Medicina (Buenos Aires)","DOAJ"
"0025-7974","0025-7974",1,0,0,1,1,1,1,0,0,1,1,1,"Medicine","DOAJ"
"0026-279X","0026-279X",1,0,0,0,0,0,1,0,0,0,0,0,"Micronesica","DOAJ"
"0026-556X","0026-556X",0,1,0,0,1,1,0,1,0,0,1,1,"Minnesota medicine","ROAD"
"0027-755X","0027-755X",0,1,0,0,0,1,0,1,0,0,0,1,"Nafta","ROAD"
"0028-2006","0028-2006",1,1,0,0,0,0,1,1,0,0,0,0,"Nederduitse Gereformeerde Teologiese Tydskrif","DOAJ"
"0029-0181","0029-0181",0,1,0,0,0,0,0,1,0,0,0,0,"Nihon butsuri gakkaishi.","ROAD"
"0030-6657","0030-6657",0,1,0,0,0,1,0,1,0,0,0,1,"Otolaryngologia Polska.","ROAD"
"0030-9311","0030-9311",1,1,0,0,0,0,1,1,0,0,0,0,"Paediatrica Indonesiana","DOAJ"
"0031-0298","0031-0298",0,1,0,0,0,0,0,1,0,0,0,0,"PaleoBios.","ROAD"
"0031-9457","0031-9457",0,1,0,0,1,1,0,1,0,0,1,1,"Phyton.","ROAD"
"0031-9465","0031-9465",1,0,0,0,1,1,1,0,0,0,1,1,"Phytopathologia Mediterranea","DOAJ"
"0033-1783","0033-1783",0,1,0,0,0,0,0,1,0,0,0,0,"Protetyka Stomatologiczna.","ROAD"
"0033-2879","0033-2879",1,1,0,0,1,1,1,1,0,0,1,1,"Psychologica Belgica","DOAJ"
"0034-365X","0034-365X",1,1,0,0,0,0,1,1,0,0,0,0,"Reinwardtia","DOAJ"
"0034-7183","0034-7183",1,0,0,0,0,0,1,0,0,0,0,0,"Revista Brasileira de Estudos Pedagógicos","DOAJ"
"0034-737X","0034-737X",1,1,0,0,0,1,1,1,0,0,0,1,"Revista Ceres","DOAJ"
"0034-7426","0034-7426",0,1,0,0,0,1,0,1,0,0,0,1,"Revista colombiana de matemáticas.","ROAD"
"0034-7507","0034-7507",1,1,0,0,0,1,1,1,0,0,0,1,"Revista Cubana de Estomatología","DOAJ"
"0034-7523","0034-7523",0,1,0,0,0,1,0,1,0,0,0,1,"Revista cubana de medicina.","ROAD"
"0034-7590","0034-7590",1,1,0,0,1,1,1,1,0,0,1,1,"RAE: Revista de Administração de Empresas ","DOAJ"
"0034-7981","0034-7981",1,1,0,0,1,1,1,1,0,0,1,1,"Revista de Dialectología y Tradiciones Populares","DOAJ"
"0034-8236","0034-8236",1,1,0,0,1,1,1,1,0,0,1,1,"Revista de Filosofía","DOAJ"
"0035-1121","0035-1121",1,1,0,0,1,1,1,1,0,0,1,1,"Revue de Géographie Alpine","DOAJ"
"0035-2217","0035-2217",0,1,0,0,0,0,0,1,0,0,0,0,"Revue des sciences religieuses.","ROAD"
"0035-5267","0035-5267",0,1,0,0,0,1,0,1,0,0,0,1,"Rig.","ROAD"
"0035-5429","0035-5429",0,1,0,0,0,0,1,1,0,0,0,0,"Ring","DOAJ"
"0035-7685","0035-7685",0,1,0,0,0,1,0,1,0,0,0,1,"Roczniki Filozoficzne.","ROAD"
"0035-9602","0035-9602",0,1,0,0,0,0,0,1,0,0,0,0,"Ruch Literacki.","ROAD"
"0036-3634","0036-3634",1,1,0,0,1,1,1,1,0,0,1,1,"Salud Pública de México","DOAJ"
"0036-5483","0036-5483",0,1,0,0,1,1,0,1,0,0,1,1,"Scandia.","ROAD"
"0037-6787","0037-6787",0,1,0,0,0,1,0,1,0,0,0,1,"Slavica Slovaca.","ROAD"
"0037-7074","0037-7074",0,1,0,0,0,0,0,1,0,0,0,0,"Služba Božja","ROAD"
"0037-8054","0037-8054",1,1,0,0,0,1,1,1,0,0,0,1,"Social Work/Maatskaplike Werk","DOAJ"
"0037-8712","0037-8712",1,1,0,0,0,1,1,1,0,0,0,1,"Boletim da Sociedade Paranaense de Matemática","DOAJ"
"0038-0342","0038-0342",0,1,0,0,1,1,0,1,0,0,1,1,"Sociologisk forskning.","ROAD"
"0038-2361","0038-2361",0,1,0,0,1,1,0,1,0,0,1,1,"South African journal of surgery.","ROAD"
"0039-3533","0039-3533",0,1,0,0,0,1,0,1,0,0,0,1,"Studies in African linguistics.","ROAD"
"0040-2176","0040-2176",1,0,0,0,0,0,1,0,0,0,0,0,"Tehnika","DOAJ"
"0041-8862","0041-8862",0,1,0,0,0,0,0,1,0,0,0,0,"Revista de Ciências Sociais.","ROAD"
"0041-8935","0041-8935",0,1,0,0,0,0,0,1,0,0,0,0,"Universidades.","ROAD"
"0042-3955","0042-3955",1,1,0,0,0,0,1,1,0,0,0,0,"Veritas","DOAJ"
"0042-8450","0042-8450",1,1,0,0,1,1,1,1,0,0,1,1,"Vojnosanitetski Pregled","DOAJ"
"0043-5104","0043-5104",0,1,0,0,0,0,0,1,0,0,0,0,"Wiadomości Chemiczne.","ROAD"
"0044-1600","0044-1600",0,1,0,0,0,0,0,1,0,0,0,0,"Zagadnienia Ekonomiki Rolnej.","ROAD"
"0044-6025","0044-6025",1,1,0,0,0,1,1,1,0,0,0,1,"Acta Medica Iranica","DOAJ"
